name,meaning,gender
Visaansh,Wisdom,Boy
Vishiav,Kindness,Boy
Zaviansh,Energy,Girl
Zalopreet,Courage,Girl
Havidev,Light,Girl
Zavaav,Light,Girl
Lashiita,Courage,Boy
Tritaya,Prosperity,Girl
Omnadev,Kindness,Boy
Adimaay,Strength,Girl
Jashiya,Divine,Boy
Zaneit,Kindness,Boy
Kiladev,Peace,Boy
Omrupreet,Brilliance,Boy
Aadiansh,Hope,Boy
Aaryaesh,Light,Boy
Aayaa,Prosperity,Girl
Hadipreet,Energy,Boy
Sumaa,Strength,Girl
Rishideep,Prosperity,Girl
Vineraj,Joy,Girl
Anraans,Divine,Girl
Janaans,Prosperity,Boy
Vashiesh,Kindness,Boy
Vimipreet,Blessing,Boy
Yariav,Courage,Boy
Zaraika,Light,Girl
Sushian,Hope,Girl
Aynians,Brilliance,Boy
Shayaan,Energy,Girl
Manepreet,Light,Boy
Bhsan,Light,Girl
Gamiraj,Harmony,Girl
Bhlaita,Joy,Girl
Zasajit,Kindness,Boy
Maniita,Faith,Girl
Vamideep,Grace,Boy
Avnea,Prosperity,Girl
Galoan,Love,Girl
Prakapreet,Love,Girl
Ramiay,Faith,Girl
Baneay,Prosperity,Boy
Aytadeep,Kindness,Girl
Bhvaya,Strength,Girl
Anyadev,Love,Boy
Deloav,Faith,Girl
Danea,Kindness,Boy
Saruit,Light,Boy
Saria,Hope,Girl
Karaay,Victory,Boy
Kamadev,Wisdom,Girl
Ayraya,Love,Girl
Denaansh,Victory,Girl
Pamadev,Victory,Boy
Anshiraj,Joy,Girl
Layadeep,Energy,Boy
Rasadeep,Courage,Girl
Ashraika,Courage,Boy
Shipaika,Victory,Girl
Tamaali,Blessing,Boy
Anruita,Courage,Boy
Halait,Light,Girl
Saloali,Wisdom,Girl
Avruansh,Faith,Girl
Rirun,Kindness,Girl
Kineraj,Victory,Girl
Ishnadeep,Grace,Boy
Aarpaveer,Prosperity,Girl
Adilaveer,Courage,Boy
Vimiveer,Faith,Girl
Denen,Courage,Girl
Adilopreet,Peace,Boy
Omlaali,Blessing,Girl
Daloita,Kindness,Boy
Bhneraj,Hope,Girl
Shimajit,Victory,Girl
Sashipreet,Kindness,Girl
Ashtapreet,Peace,Girl
Jalodev,Brilliance,Girl
Hamiraj,Peace,Girl
Rimaans,Blessing,Boy
Anshiit,Light,Boy
Rayan,Joy,Girl
Zadian,Love,Boy
Sharijit,Wisdom,Girl
Ashruan,Strength,Girl
Sushiesh,Blessing,Girl
Yanians,Strength,Boy
Dapadeep,Strength,Boy
Shashiya,Courage,Boy
Kalaika,Joy,Girl
Anpaali,Divine,Girl
Daraans,Grace,Boy
Shanaraj,Blessing,Girl
Vitaav,Prosperity,Boy
Dediav,Victory,Boy
Suniita,Courage,Boy
Rinijit,Brilliance,Boy
Jalajit,Peace,Boy
Vataay,Grace,Boy
Rilait,Kindness,Boy
Kishideep,Brilliance,Boy
Kitaika,Wisdom,Girl
Aamaali,Wisdom,Boy
Vinen,Peace,Girl
Aarnepreet,Energy,Girl
Laloan,Brilliance,Girl
Shadideep,Strength,Girl
Shipadev,Brilliance,Girl
Charaesh,Courage,Girl
Javiveer,Strength,Girl
Gayadev,Peace,Girl
Dishiveer,Love,Boy
Naraveer,Strength,Girl
Zania,Joy,Boy
Shimiika,Hope,Girl
Charuika,Faith,Girl
Tasaansh,Prosperity,Boy
Rapan,Peace,Girl
Shasaraj,Peace,Girl
Kimiya,Faith,Girl
Paraan,Grace,Girl
Avsapreet,Courage,Girl
Yakaan,Wisdom,Girl
Suneesh,Victory,Boy
Vivaali,Energy,Girl
Sataans,Peace,Boy
Suruika,Faith,Boy
Aynadev,Light,Girl
Shimiansh,Strength,Girl
Ayshiya,Wisdom,Boy
Saraveer,Kindness,Girl
Baradev,Victory,Girl
Aynaraj,Brilliance,Girl
Gavaansh,Faith,Girl
Adisaan,Strength,Girl
Aarmaali,Kindness,Boy
Jaloay,Energy,Girl
Yashiit,Hope,Girl
Ayvidev,Victory,Girl
Pralon,Faith,Girl
Rimiveer,Victory,Boy
Shikadev,Joy,Boy
Deyaan,Harmony,Boy
Navaesh,Victory,Boy
Ishripreet,Love,Girl
Aryait,Strength,Boy
Shirijit,Brilliance,Girl
Paladeep,Energy,Boy
Haloit,Wisdom,Girl
Gavin,Blessing,Boy
Dimiveer,Brilliance,Boy
Denijit,Harmony,Boy
Kadiali,Faith,Boy
Sashiit,Wisdom,Girl
Ishmaa,Peace,Boy
Arsaansh,Strength,Boy
Adiviav,Faith,Girl
Trirapreet,Energy,Girl
Galapreet,Brilliance,Boy
Gamijit,Light,Boy
Gadia,Love,Girl
Zamiveer,Courage,Boy
Lashideep,Harmony,Boy
Pakaans,Faith,Girl
Zariit,Blessing,Boy
Javaika,Kindness,Girl
Jakaa,Energy,Girl
Dayaesh,Strength,Girl
Pramaans,Wisdom,Boy
Chashipreet,Hope,Girl
Ishloans,Kindness,Boy
Arshiav,Victory,Girl
Ishruans,Kindness,Boy
Vadian,Faith,Girl
Sasaav,Peace,Girl
Praviita,Blessing,Girl
Aarneraj,Blessing,Boy
Viloansh,Harmony,Girl
Kapadev,Wisdom,Boy
Jamait,Grace,Girl
Adiriika,Victory,Boy
Shashiay,Joy,Girl
Yanaali,Faith,Girl
Riniav,Wisdom,Girl
Ravaesh,Wisdom,Boy
Anshiya,Brilliance,Boy
Trilon,Energy,Girl
Ganaraj,Love,Boy
Naparaj,Brilliance,Boy
Shinaali,Courage,Boy
Rinaesh,Prosperity,Girl
Ashnaansh,Energy,Boy
Namiit,Brilliance,Girl
Adinaansh,Kindness,Boy
Naniit,Love,Boy
Praloit,Light,Girl
Adiloesh,Wisdom,Girl
Bhlon,Strength,Girl
Ririya,Light,Boy
Anshiveer,Divine,Boy
Pravaan,Strength,Boy
Kamiali,Wisdom,Boy
Aataika,Light,Boy
Ladiit,Joy,Boy
Didipreet,Peace,Girl
Kavadev,Joy,Boy
Chaloya,Blessing,Girl
Chanea,Faith,Boy
Vayaita,Brilliance,Girl
Vaneita,Hope,Girl
Dekan,Victory,Boy
Aynepreet,Peace,Girl
Chapan,Brilliance,Boy
Lapaan,Strength,Boy
Lanaraj,Joy,Boy
Adisan,Wisdom,Girl
Ritan,Brilliance,Girl
Yanedev,Victory,Girl
Divideep,Faith,Girl
Sasaesh,Courage,Girl
Anvia,Blessing,Girl
Lanaay,Wisdom,Boy
Rayaav,Light,Boy
Bavin,Energy,Girl
Zamaali,Harmony,Girl
Gasaali,Kindness,Girl
Chalaesh,Kindness,Boy
Ashtaika,Harmony,Boy
Gavideep,Blessing,Boy
Gavaav,Joy,Boy
Kiraya,Courage,Girl
Jayan,Energy,Girl
Arvidev,Energy,Boy
Kiruveer,Faith,Girl
Vidipreet,Victory,Girl
Ishniya,Divine,Girl
Desaan,Harmony,Girl
Banaya,Peace,Boy
Samapreet,Faith,Girl
Ayvaa,Faith,Girl
Kitapreet,Light,Boy
Ashshideep,Divine,Girl
Kilodeep,Wisdom,Boy
Yashiesh,Hope,Girl
Manapreet,Victory,Girl
Zadiika,Kindness,Girl
Arnajit,Victory,Boy
Shilaraj,Divine,Girl
Aydiraj,Divine,Boy
Suvaesh,Strength,Girl
Dikaika,Victory,Girl
Ishneya,Kindness,Boy
Yashiesh,Grace,Girl
Kilajit,Harmony,Girl
Talaan,Light,Boy
Devidev,Grace,Boy
Dataa,Energy,Girl
Sapaav,Strength,Boy
Shaviika,Hope,Girl
Trimaan,Prosperity,Girl
Chamait,Victory,Girl
Shakaav,Wisdom,Girl
Ralodeep,Courage,Girl
Kavan,Peace,Boy
Sanaans,Peace,Boy
Sunian,Love,Girl
Karaav,Grace,Boy
Ditadev,Victory,Boy
Aamaita,Wisdom,Girl
Kasaali,Kindness,Girl
Kavipreet,Joy,Girl
Bhsaans,Grace,Boy
Aayaans,Grace,Boy
Ashnapreet,Blessing,Boy
Sashiita,Strength,Boy
Lanaya,Energy,Boy
Janajit,Love,Girl
Ritadev,Prosperity,Girl
Avneesh,Strength,Girl
Rarait,Wisdom,Boy
Bhmiali,Strength,Boy
Jarudev,Love,Girl
Kiyadeep,Victory,Girl
Aypaya,Energy,Girl
Nania,Peace,Girl
Desadeep,Wisdom,Girl
Paloraj,Wisdom,Girl
Triruya,Light,Boy
Vitadev,Grace,Boy
Annaika,Peace,Boy
Omtadeep,Brilliance,Boy
Kaniali,Divine,Boy
Havaita,Grace,Girl
Ayniansh,Victory,Boy
Daneit,Energy,Boy
Viviit,Hope,Boy
Tavia,Strength,Boy
Visaansh,Light,Boy
Ishneya,Joy,Boy
Mamiit,Strength,Boy
Shisaansh,Courage,Boy
Chatait,Courage,Boy
Pashipreet,Peace,Boy
Mamaay,Joy,Girl
Vapait,Energy,Boy
Kimian,Brilliance,Girl
Gamaesh,Peace,Girl
Lalaali,Peace,Boy
Aarsaay,Divine,Boy
Viyaika,Hope,Boy
Kisapreet,Wisdom,Girl
Trinaita,Light,Boy
Nashiali,Kindness,Girl
Savaay,Hope,Girl
Ashlajit,Kindness,Boy
Yamaansh,Wisdom,Boy
Arraita,Blessing,Boy
Kaloita,Strength,Girl
Ralaveer,Peace,Boy
Kadiay,Harmony,Boy
Shisait,Grace,Boy
Denaali,Grace,Girl
Chanin,Victory,Boy
Ashdiveer,Light,Girl
Deneans,Courage,Boy
Jakapreet,Energy,Girl
Arsaay,Brilliance,Girl
Aamaa,Kindness,Boy
Pavaya,Faith,Girl
Chariansh,Energy,Girl
Anlopreet,Joy,Girl
Mashiya,Energy,Boy
Suviansh,Grace,Boy
Yariita,Victory,Boy
Tariay,Blessing,Girl
Palodev,Hope,Boy
Daruan,Prosperity,Boy
Lavait,Harmony,Girl
Shapan,Energy,Girl
Bamiika,Harmony,Boy
Ayradev,Divine,Girl
Pralaali,Joy,Girl
Viran,Harmony,Boy
Aaviansh,Divine,Boy
Jashiali,Light,Girl
Pasaan,Grace,Boy
Trilait,Strength,Girl
Avrin,Blessing,Girl
Dipaita,Blessing,Girl
Vasadeep,Grace,Girl
Laneika,Victory,Girl
Zaneraj,Wisdom,Girl
Sunipreet,Wisdom,Boy
Bhvians,Prosperity,Boy
Aylodeep,Kindness,Girl
Tasapreet,Light,Girl
Shividev,Blessing,Girl
Antait,Victory,Boy
Ashraav,Joy,Girl
Adineit,Joy,Boy
Shitan,Strength,Girl
Hakaveer,Blessing,Boy
Aarijit,Light,Girl
Kinin,Joy,Girl
Risadeep,Divine,Boy
Aymiav,Peace,Girl
Tasaita,Brilliance,Girl
Sukaesh,Strength,Girl
Deviika,Blessing,Girl
Antaansh,Energy,Girl
Tataansh,Grace,Girl
Karideep,Harmony,Boy
Vamaali,Prosperity,Girl
Adiniav,Blessing,Boy
Jarians,Kindness,Boy
Taruit,Love,Girl
Annaraj,Joy,Boy
Nadideep,Victory,Girl
Trilaali,Kindness,Boy
Avraraj,Wisdom,Boy
Tashiali,Victory,Boy
Kirua,Light,Boy
Navaya,Hope,Girl
Aarneya,Light,Boy
Nariveer,Strength,Boy
Vivaav,Victory,Boy
Jashiya,Courage,Boy
Arvaika,Energy,Girl
Sakaveer,Love,Boy
Charijit,Prosperity,Girl
Avpaay,Love,Boy
Adishideep,Blessing,Boy
Zaloita,Courage,Boy
Dashiit,Joy,Boy
Kikaya,Courage,Girl
Vanen,Brilliance,Boy
Rikadeep,Light,Boy
Ompaans,Joy,Boy
Sumiesh,Love,Girl
Kaneika,Prosperity,Boy
Demaay,Faith,Boy
Kidiali,Energy,Girl
Paneansh,Light,Girl
Aymiali,Energy,Girl
Ayriali,Joy,Boy
Shipaika,Faith,Girl
Shisajit,Brilliance,Girl
Valadeep,Harmony,Boy
Vidiay,Harmony,Boy
Damiraj,Victory,Boy
Saladeep,Peace,Boy
Avraveer,Strength,Girl
Kisaay,Harmony,Girl
Valaans,Kindness,Girl
Bhmadeep,Divine,Girl
Jaloav,Peace,Girl
Laviita,Blessing,Boy
Adiyaav,Energy,Boy
Mavaika,Love,Girl
Zanedev,Peace,Girl
Hapaa,Faith,Boy
Jariika,Prosperity,Girl
Vishijit,Love,Boy
Dediita,Faith,Girl
Badians,Courage,Boy
Jadia,Blessing,Boy
Diridev,Harmony,Girl
Rikaraj,Prosperity,Girl
Napaya,Courage,Boy
Aynedev,Prosperity,Girl
Omman,Kindness,Girl
Shaloveer,Divine,Girl
Shitaesh,Wisdom,Boy
Rimaan,Love,Girl
Bhshiali,Faith,Boy
Trishidev,Blessing,Girl
Shavia,Kindness,Girl
Aykadev,Hope,Boy
Gayaav,Hope,Boy
Nalaraj,Light,Boy
Shavin,Brilliance,Girl
Shirin,Strength,Boy
Navia,Blessing,Boy
Derua,Kindness,Boy
Armijit,Energy,Boy
Aysaya,Hope,Boy
Bhradev,Hope,Boy
Zaruya,Blessing,Boy
Deviita,Courage,Girl
Lashipreet,Peace,Girl
Galopreet,Strength,Girl
Viviit,Prosperity,Girl
Sashijit,Faith,Boy
Shaniav,Joy,Boy
Rivaesh,Prosperity,Boy
Sayaan,Wisdom,Boy
Omyan,Victory,Boy
Ayraansh,Energy,Girl
Dimapreet,Prosperity,Boy
Jaraansh,Victory,Girl
Shilaansh,Joy,Girl
Janaika,Kindness,Girl
Vivaali,Blessing,Girl
Lanedev,Joy,Boy
Omlaan,Strength,Girl
Didipreet,Peace,Boy
Lamiika,Joy,Girl
Samajit,Harmony,Girl
Ashraika,Harmony,Girl
Anvait,Joy,Boy
Kakaesh,Strength,Girl
Balon,Wisdom,Girl
Aamadeep,Hope,Boy
Chanedeep,Hope,Girl
Zatan,Prosperity,Girl
Garuit,Love,Boy
Kiniit,Prosperity,Boy
Janian,Victory,Boy
Lakaali,Joy,Girl
Kiviay,Kindness,Girl
Ashvideep,Victory,Boy
Panajit,Courage,Girl
Parudev,Energy,Girl
Adiran,Light,Girl
Dinideep,Courage,Girl
Laneesh,Victory,Girl
Ishlan,Hope,Girl
Vanaita,Prosperity,Girl
Zashiveer,Strength,Boy
Shamaan,Grace,Girl
Pasaraj,Divine,Girl
Trilapreet,Kindness,Boy
Ashshin,Courage,Girl
Karuika,Light,Girl
Adivijit,Harmony,Boy
Ayraav,Brilliance,Boy
Vidians,Energy,Boy
Charipreet,Joy,Girl
Aamiansh,Love,Girl
Pranaay,Wisdom,Boy
Shisapreet,Harmony,Girl
Kaloraj,Joy,Girl
Shamadev,Faith,Boy
Shiruansh,Wisdom,Boy
Shiniika,Harmony,Girl
Tanadev,Courage,Girl
Kikaali,Joy,Boy
Sutaika,Grace,Boy
Tanan,Faith,Girl
Vitadeep,Divine,Boy
Batan,Blessing,Girl
Shayaya,Courage,Girl
Ayruika,Harmony,Boy
Bhdidev,Hope,Boy
Tritaita,Victory,Boy
Adinaa,Hope,Boy
Suriansh,Joy,Girl
Trikadev,Strength,Girl
Aanaika,Prosperity,Girl
Yavians,Victory,Boy
Kinean,Wisdom,Girl
Vanaveer,Prosperity,Boy
Praraika,Kindness,Boy
Vakaav,Divine,Boy
Bhlaali,Victory,Girl
Ralodev,Joy,Girl
Zashiav,Wisdom,Boy
Ganeali,Love,Boy
Ashdipreet,Brilliance,Girl
Gashiesh,Strength,Boy
Rapaansh,Kindness,Girl
Deraesh,Light,Boy
Dipaay,Kindness,Girl
Devaika,Wisdom,Boy
Sukajit,Grace,Boy
Aytaali,Kindness,Girl
Riyaay,Victory,Boy
Adinedev,Faith,Boy
Dipajit,Prosperity,Boy
Rikaa,Victory,Girl
Paviya,Kindness,Boy
Sutait,Divine,Boy
Zaloita,Harmony,Boy
Taria,Peace,Girl
Yasait,Kindness,Girl
Hapaita,Prosperity,Boy
Bhsaa,Joy,Girl
Suyapreet,Grace,Girl
Adiladev,Kindness,Boy
Riloa,Joy,Girl
Saruraj,Hope,Boy
Sharuan,Hope,Boy
Artaav,Harmony,Boy
Chadiita,Divine,Girl
Laloraj,Grace,Girl
Kitaya,Divine,Girl
Saniita,Faith,Boy
Kipaans,Harmony,Girl
Yaruveer,Wisdom,Girl
Omkadev,Courage,Boy
Zanean,Divine,Boy
Shaloya,Light,Boy
Adivin,Love,Boy
Praraay,Peace,Boy
Zaviesh,Hope,Girl
Jayan,Courage,Boy
Maviraj,Courage,Girl
Prapan,Grace,Girl
Ishmiita,Wisdom,Boy
Praneita,Prosperity,Boy
Aaryaay,Kindness,Boy
Arsaansh,Victory,Boy
Bayaav,Peace,Boy
Aymian,Faith,Girl
Chamaika,Brilliance,Boy
Tritadev,Grace,Girl
Viniansh,Energy,Boy
Trishiraj,Harmony,Girl
Ashruans,Joy,Boy
Dediveer,Prosperity,Boy
Ashsaansh,Victory,Boy
Ardiesh,Peace,Girl
Shisajit,Blessing,Girl
Trivideep,Kindness,Girl
Arlopreet,Peace,Boy
Zakan,Grace,Girl
Deyajit,Love,Girl
Deriya,Energy,Girl
Aarrin,Wisdom,Boy
Yalaa,Strength,Girl
Bhnedeep,Light,Boy
Kivaya,Joy,Boy
Nanians,Harmony,Boy
Kavaa,Hope,Girl
Nayaveer,Kindness,Girl
Pravaan,Love,Girl
Ommiika,Divine,Boy
Baloay,Prosperity,Girl
Ashnaita,Harmony,Girl
Vapadev,Blessing,Boy
Sanaansh,Light,Boy
Lanaan,Love,Boy
Paviansh,Divine,Girl
Andiika,Prosperity,Boy
Suyaan,Blessing,Girl
Zanea,Hope,Boy
Ashyaita,Brilliance,Boy
Lasaali,Wisdom,Girl
Tamaans,Energy,Boy
Avkaansh,Blessing,Boy
Dalapreet,Love,Girl
Shiruraj,Hope,Girl
Diloya,Energy,Girl
Tapaika,Love,Girl
Aarkadev,Light,Boy
Varuav,Light,Boy
Paneika,Blessing,Boy
Omria,Courage,Girl
Kinaika,Hope,Boy
Ommiika,Wisdom,Boy
Naloay,Victory,Boy
Katapreet,Harmony,Girl
Charuansh,Wisdom,Boy
Trimapreet,Kindness,Boy
Omraa,Victory,Boy
Garuraj,Wisdom,Boy
Rinaali,Light,Boy
Kivaraj,Kindness,Girl
Paraans,Kindness,Boy
Ishkaveer,Blessing,Girl
Avriita,Divine,Girl
Parua,Faith,Girl
Sharijit,Grace,Boy
Kariansh,Courage,Boy
Kishiali,Love,Boy
Zasaay,Blessing,Girl
Ayyaav,Peace,Girl
Kisaav,Brilliance,Boy
Jashiali,Blessing,Girl
Jamian,Faith,Boy
Susapreet,Brilliance,Girl
Sutadev,Energy,Girl
Shariveer,Wisdom,Girl
Anpaesh,Peace,Girl
Adiyaesh,Prosperity,Boy
Kataya,Joy,Boy
Rania,Joy,Boy
Avsait,Wisdom,Girl
Sharipreet,Courage,Boy
Zashian,Wisdom,Boy
Arniesh,Victory,Boy
Aapaali,Love,Boy
Chamiansh,Prosperity,Girl
Aayapreet,Peace,Girl
Vanaav,Grace,Boy
Ashmiesh,Faith,Boy
Praniay,Brilliance,Girl
Ashmian,Prosperity,Girl
Dashiya,Peace,Boy
Hapaa,Divine,Girl
Ommidev,Strength,Boy
Ashneika,Kindness,Girl
Shanean,Energy,Boy
Havijit,Kindness,Boy
Yaradev,Brilliance,Boy
Arraali,Peace,Girl
Chaneansh,Faith,Boy
Divait,Hope,Girl
Ayviveer,Love,Boy
Sunea,Victory,Boy
Padian,Faith,Girl
Basapreet,Harmony,Boy
Aylon,Faith,Girl
Pakajit,Courage,Girl
Layaans,Prosperity,Girl
Rapadev,Prosperity,Boy
Nayaa,Brilliance,Girl
Tadiveer,Wisdom,Boy
Aanians,Strength,Boy
Ashlojit,Victory,Girl
Varaay,Courage,Girl
Avraali,Blessing,Girl
Chania,Blessing,Boy
Lapaesh,Kindness,Boy
Kavaesh,Hope,Boy
Prasaan,Divine,Girl
Omruan,Peace,Boy
Ridiali,Strength,Boy
Yadiit,Hope,Girl
Arriesh,Kindness,Girl
Chapaans,Faith,Girl
Trinidev,Joy,Boy
Lalodev,Grace,Girl
Dinaika,Faith,Boy
Suloita,Divine,Boy
Bariika,Brilliance,Girl
Shariika,Blessing,Boy
Hakait,Prosperity,Boy
Paruita,Energy,Girl
Avpaali,Blessing,Boy
Trivijit,Wisdom,Girl
Bhvaesh,Strength,Boy
Kipaika,Strength,Boy
Laviansh,Light,Girl
Bapaesh,Strength,Boy
Avtaraj,Grace,Boy
Maradeep,Brilliance,Girl
Anloit,Peace,Girl
Manapreet,Light,Girl
Aarraansh,Blessing,Girl
Pranaali,Courage,Girl
Avnaya,Faith,Boy
Omsapreet,Light,Boy
Vinadeep,Energy,Girl
Saneika,Brilliance,Boy
Chasan,Love,Boy
Avmaay,Wisdom,Girl
Dalait,Divine,Boy
Sutadeep,Faith,Boy
Savaav,Grace,Boy
Taradev,Brilliance,Boy
Adilaay,Light,Girl
Lamiit,Joy,Boy
Gadiav,Divine,Girl
Ashdia,Light,Boy
Raruraj,Hope,Girl
Zamiali,Light,Boy
Nadiay,Blessing,Girl
Ayyaveer,Hope,Girl
Sutadev,Love,Boy
Kipajit,Brilliance,Girl
Deniita,Grace,Girl
Rakaav,Courage,Boy
Omsaay,Light,Girl
Vilaa,Hope,Girl
Aarmajit,Hope,Boy
Virapreet,Blessing,Boy
Arrua,Harmony,Girl
Salodev,Courage,Girl
Trisadev,Harmony,Girl
Disait,Hope,Boy
Antaali,Divine,Girl
Dishiraj,Faith,Girl
Anmapreet,Harmony,Girl
Sumiya,Joy,Boy
Ashnaans,Brilliance,Boy
Jayait,Peace,Boy
Omripreet,Prosperity,Boy
Tripaans,Divine,Girl
Jatadeep,Energy,Boy
Aypaika,Harmony,Girl
Lashian,Faith,Boy
Aasaita,Prosperity,Boy
Kadiay,Strength,Girl
Vayaav,Courage,Girl
Adishideep,Blessing,Boy
Garan,Hope,Girl
Gasaraj,Wisdom,Boy
Jashideep,Peace,Boy
Bhkajit,Strength,Boy
Aasaans,Peace,Girl
Deniay,Courage,Boy
Kalaa,Victory,Girl
Aavan,Hope,Girl
Yashideep,Wisdom,Boy
Chaneika,Strength,Girl
Gavaa,Joy,Boy
Adishiay,Hope,Boy
Trivaay,Strength,Boy
Ishmiay,Faith,Girl
Sulaan,Grace,Girl
Suniav,Brilliance,Girl
Bataali,Peace,Boy
Badin,Light,Girl
Rinajit,Strength,Boy
Dariit,Kindness,Girl
Adimaansh,Wisdom,Girl
Vanejit,Energy,Boy
Tavajit,Divine,Boy
Basaveer,Prosperity,Boy
Annepreet,Victory,Girl
Pramaav,Light,Girl
Bhriesh,Wisdom,Boy
Sudiveer,Harmony,Girl
Prashian,Harmony,Boy
Yamaay,Courage,Girl
Annaans,Prosperity,Girl
Samiraj,Peace,Girl
Pakaay,Love,Girl
Padiav,Blessing,Girl
Aardiya,Light,Girl
Sashideep,Peace,Boy
Davadeep,Love,Boy
Andiali,Love,Girl
Madijit,Grace,Girl
Anlaay,Grace,Boy
Aarkaika,Wisdom,Girl
Shaloita,Kindness,Girl
Malaan,Brilliance,Boy
Gamaveer,Grace,Boy
Zakaav,Kindness,Girl
Vashian,Energy,Girl
Ashruansh,Blessing,Boy
Deria,Brilliance,Boy
Zasaveer,Faith,Girl
Ashpaesh,Wisdom,Girl
Hamideep,Victory,Girl
Divipreet,Prosperity,Girl
Kiman,Grace,Boy
Nalaya,Strength,Boy
Shamaali,Grace,Boy
Manaita,Hope,Boy
Pasadeep,Kindness,Girl
Janaita,Faith,Boy
Rilapreet,Strength,Boy
Baruveer,Victory,Girl
Suviay,Love,Girl
Rashiav,Victory,Girl
Adidiesh,Wisdom,Girl
Ishyaav,Hope,Boy
Aariansh,Kindness,Girl
Ishloveer,Love,Boy
Vamaan,Prosperity,Boy
Laneali,Joy,Boy
Talait,Joy,Girl
Rarians,Wisdom,Girl
Ishloay,Victory,Boy
Rimaveer,Blessing,Girl
Charuesh,Joy,Boy
Vanaans,Kindness,Boy
Baviali,Love,Girl
Tarajit,Wisdom,Girl
Viraans,Harmony,Boy
Ganiali,Prosperity,Girl
Sukajit,Kindness,Girl
Triladeep,Joy,Girl
Avvapreet,Prosperity,Boy
Anneans,Energy,Boy
Adiruraj,Divine,Girl
Sumiraj,Blessing,Girl
Ashtaan,Courage,Girl
Kamaans,Strength,Girl
Naniika,Energy,Girl
Dataansh,Love,Girl
Rapaali,Brilliance,Girl
Ishsadev,Light,Boy
Zadiansh,Light,Girl
Nayaay,Victory,Boy
Jadians,Blessing,Girl
Viniika,Peace,Boy
Ashshiav,Grace,Girl
Napaesh,Kindness,Girl
Ashsaay,Prosperity,Boy
Pasaansh,Faith,Boy
Palojit,Brilliance,Girl
Ishsait,Joy,Boy
Basaa,Peace,Girl
Aataay,Energy,Boy
Nayaita,Wisdom,Boy
Sashian,Grace,Boy
Visaans,Prosperity,Boy
Ravaans,Kindness,Boy
Ayvaya,Kindness,Girl
Lamaya,Divine,Girl
Lanaya,Kindness,Girl
Lariansh,Brilliance,Boy
Ishraya,Divine,Girl
Rirujit,Wisdom,Boy
Maviraj,Hope,Girl
Triloesh,Prosperity,Boy
Kidiali,Joy,Boy
Deniveer,Brilliance,Boy
Ishria,Divine,Girl
Vataveer,Love,Boy
Kamaveer,Hope,Boy
Vapadev,Courage,Girl
Yaraav,Joy,Girl
Lavaay,Faith,Boy
Aarmiraj,Harmony,Boy
Shamipreet,Divine,Boy
Kimiika,Hope,Boy
Vavadeep,Brilliance,Girl
Kaniraj,Kindness,Boy
Adipadev,Love,Boy
Danapreet,Harmony,Girl
Radideep,Hope,Girl
Triniveer,Blessing,Girl
Adiriraj,Blessing,Girl
Adikaya,Prosperity,Boy
Anlojit,Victory,Girl
Trivaraj,Blessing,Girl
Virujit,Energy,Boy
Kitaans,Kindness,Boy
Kaloita,Energy,Boy
Sukaesh,Light,Boy
Arlaav,Brilliance,Girl
Adinaansh,Grace,Girl
Shimians,Wisdom,Girl
Nanaali,Harmony,Girl
Paruesh,Love,Girl
Aarkaav,Harmony,Girl
Riyajit,Divine,Boy
Vayaesh,Victory,Girl
Adidiay,Prosperity,Girl
Tadiika,Prosperity,Girl
Kadiav,Strength,Girl
Shaviraj,Blessing,Girl
Dayaa,Divine,Boy
Pavaika,Peace,Girl
Vasaansh,Grace,Boy
Gavin,Prosperity,Boy
Lararaj,Joy,Boy
Shapaav,Grace,Boy
Ashtaansh,Blessing,Boy
Samajit,Prosperity,Girl
Rarin,Energy,Boy
Charuansh,Divine,Girl
Pramaay,Hope,Boy
Ashshians,Faith,Girl
Ramiveer,Courage,Girl
Sharaika,Victory,Girl
Praviraj,Kindness,Girl
Shiviika,Faith,Boy
Vayapreet,Peace,Girl
Shavaita,Brilliance,Boy
Omraita,Prosperity,Boy
Chaloika,Strength,Girl
Ashpajit,Victory,Girl
Yadideep,Courage,Boy
Kavaya,Wisdom,Girl
Janajit,Courage,Boy
Laraav,Divine,Boy
Trilaans,Energy,Girl
Tamaesh,Wisdom,Boy
Shishiit,Prosperity,Girl
Shinians,Peace,Girl
Suniika,Faith,Boy
Adimaraj,Light,Boy
Bamaan,Victory,Girl
Aavaraj,Love,Girl
Dimaav,Courage,Boy
Haruali,Strength,Girl
Bhlaay,Kindness,Boy
Rapaesh,Wisdom,Boy
Yaneraj,Brilliance,Girl
Havajit,Light,Girl
Adinait,Harmony,Girl
Sariansh,Prosperity,Boy
Ladians,Love,Girl
Aanaveer,Faith,Boy
Dimijit,Blessing,Girl
Zanan,Light,Boy
Anruya,Kindness,Boy
Tridiit,Prosperity,Boy
Ashnaraj,Victory,Girl
Adilaav,Wisdom,Girl
Danadeep,Wisdom,Boy
Lashidev,Light,Girl
Shividev,Blessing,Girl
Tapaa,Grace,Boy
Rinan,Peace,Boy
Suvadeep,Blessing,Boy
Sasaika,Peace,Boy
Sharun,Courage,Girl
Viyaesh,Brilliance,Boy
Zataa,Wisdom,Girl
Maviika,Light,Girl
Paniraj,Wisdom,Girl
Yaviesh,Strength,Boy
Samiali,Prosperity,Girl
